10 & 1.8595 & 1.8495 & 0.537 & 39 & 0.05\\
30 & 1.8582 & 1.8573 & 0.049 & 39 & 0.09\\
50 & 1.8582 & 1.8578 & 0.021 & 49 & 0.11\\
100 & 1.8582 & 1.8580 & 0.010 & 33 & 0.12\\
